at,score,content,content_bersih,label_sentimen,content_final
2023-01-25 18:08:47,5,"Fiturnya mudah dipahami dan digunakan, transaksi apapun jadi mudah dan menyenangkan dan cepat jadi bisa menyingkat waktu untuk kegiatan lain",fiturnya mudah dipahami dan digunakan transaksi apapun jadi mudah dan menyenangkan dan cepat jadi bisa menyingkat waktu untuk kegiatan lain,Positif,fiturnya mudah paham transaksi apa mudah senang cepat singkat giat
2023-01-25 18:08:07,5,"pake aplikasi ini bikin praktis banget, apalagi kalau gak ada uang cash jajan tinggal scan scan ajaaaa👍",pake aplikasi ini bikin praktis banget apalagi kalau gak ada uang cash jajan tinggal scan scan ajaaaa,Positif,pake bikin praktis banget gak uang cash jajan tinggal scan scan ajaaaa
2023-01-25 18:07:55,5,"Fiturnya user friendly banget. Jadi gak akan kesulitan ketika menggunakan app ini. Rekomen juga buat anak muda yang gamau ribet bawa cash, cukup siapin uang di JakOne Mobile, semua beres",fiturnya user friendly banget jadi gak akan kesulitan ketika menggunakan app ini rekomen juga buat anak muda yang gamau ribet bawa cash cukup siapin uang di jakone mobile semua beres,Positif,fiturnya user friendly banget gak sulit rekomen anak muda gamau ribet bawa cash siapin uang beres
2023-01-25 18:07:23,5,"Aplikasi yang kereen banget,fiturnya juga simple dan mudah digunakan, Jakone aplikasi cocok banget ni dipakai transaksi sehari-hari buat bayar PLN, internet, pulsa. Pokoknya rekomended banget lah yuk download",aplikasi yang kereen banget fiturnya juga simple dan mudah digunakan jakone aplikasi cocok banget ni dipakai transaksi sehari hari buat bayar pln internet pulsa pokoknya rekomended banget lah yuk download,Positif,kereen banget fiturnya simple mudah cocok banget ni pakai transaksi hari bayar pln internet pulsa pokok rekomended banget yuk download
2023-01-25 18:06:26,5,"Aplikasinya mantap, bisa beli pulsa juga apalagi kalo kepepet butuh. Tampilannya gampang dipahami. sipppp dah pokoknya",aplikasinya mantap bisa beli pulsa juga apalagi kalo kepepet butuh tampilannya gampang dipahami sipppp dah pokoknya,Positif,aplikasi mantap beli pulsa kalo pepet butuh tampil gampang paham sipppp dah pokok
2023-01-25 18:02:18,5,"Setelah di update, fiturnya lebih baik dan lancar, thank youuu",setelah di update fiturnya lebih baik dan lancar thank youuu,Positif,update fiturnya lancar thank youuu
2023-01-25 18:00:53,5,sangat membantu banget! mempermudah ketika kita ingin melakukan pembayaran dan juga berbagai transaksi di kebutuhan sehari-hari.,sangat membantu banget mempermudah ketika kita ingin melakukan pembayaran dan juga berbagai transaksi di kebutuhan sehari hari,Positif,bantu banget mudah bayar transaksi butuh hari
2023-01-25 17:57:40,5,"Aplikasi nya bagus tampilannya juga kece abis, banyak fitur yang sangat membantu banget",aplikasi nya bagus tampilannya juga kece abis banyak fitur yang sangat membantu banget,Positif,bagus tampil kece abis fitur bantu banget
2023-01-25 17:57:12,5,"Ini sih aplikasinya ngebantu banget buat aku, banyak fiturnya, mau transaksi segala macem juga jadinya gampang 🤩🤩",ini sih aplikasinya ngebantu banget buat aku banyak fiturnya mau transaksi segala macem juga jadinya gampang,Positif,sih aplikasi ngebantu banget fiturnya transaksi macem gampang
2023-01-25 17:56:52,5,"Fiturnya lengkap, sangat mempermudah untuk transaksi apapun dan bayar tagihan pun bisa disini",fiturnya lengkap sangat mempermudah untuk transaksi apapun dan bayar tagihan pun bisa disini,Positif,fiturnya lengkap mudah transaksi apa bayar tagih
2023-01-25 17:56:41,5,Aplikasinya luar biasa! Banyak kegunaannya untuk memudahkan kita bertransaksi dan tampilan pada aplikasinya sangat simple sehingga mudah untuk menggunakannya!,aplikasinya luar biasa banyak kegunaannya untuk memudahkan kita bertransaksi dan tampilan pada aplikasinya sangat simple sehingga mudah untuk menggunakannya,Positif,aplikasi guna mudah transaksi tampil aplikasi simple mudah guna
2023-01-25 17:55:53,5,"Suka banget pake apk jakone mobile!! Karna mempermudah transaksi jadi gausah repot lagi, aplaagi sekarang fiturnya lebih bnyak lagi dan mudah dipahami dan sudah ada qrisnya🥰",suka banget pake apk jakone mobile karna mempermudah transaksi jadi gausah repot lagi aplaagi sekarang fiturnya lebih bnyak lagi dan mudah dipahami dan sudah ada qrisnya,Positif,suka banget pake apk karna mudah transaksi gausah repot aplaagi fiturnya bnyak mudah paham qrisnya
2023-01-25 17:54:32,5,"Udh sebulanan pake ini gampang bgt dipakainya. Memudahkan untuk tf dan ngelakuin pembayaran jga. Dari fiturnya juga oke bangett, untuk pembukaan rekeningnya juga mudah ga ribettt 👍",udh sebulanan pake ini gampang bgt dipakainya memudahkan untuk tf dan ngelakuin pembayaran jga dari fiturnya juga oke bangett untuk pembukaan rekeningnya juga mudah ga ribettt,Positif,udh bulan pake gampang bgt pakai mudah tf ngelakuin bayar jga fiturnya oke bangett buka rekening mudah ga ribettt
2023-01-25 17:54:17,5,Aplikasinya simpel dan fitur fiturnya benar benar memudahkan. Mau transaksi apa saja bisa dalam satu aplikasi. Rekomen sekali,aplikasinya simpel dan fitur fiturnya benar benar memudahkan mau transaksi apa saja bisa dalam satu aplikasi rekomen sekali,Positif,aplikasi simpel fitur fiturnya mudah transaksi rekomen
2023-01-25 17:54:16,5,"Aplikasi JackOne mobile ini bagus, recomended guys, bisa untuk pembayaran pulsa dan lain lain, fiturnya lengkap dan juga transaksinya cepat pastinya.",aplikasi jackone mobile ini bagus recomended guys bisa untuk pembayaran pulsa dan lain lain fiturnya lengkap dan juga transaksinya cepat pastinya,Positif,jackone bagus recomended guys bayar pulsa fiturnya lengkap transaksi cepat pasti
2023-01-25 17:53:55,5,"Semenjak pakai jakone gausah repot repot lagi, semua serba ada. Tinggal klik klik beres, fiturnya juga mudah dipahami semua",semenjak pakai jakone gausah repot repot lagi semua serba ada tinggal klik klik beres fiturnya juga mudah dipahami semua,Positif,semenjak pakai gausah repot repot serba tinggal klik klik beres fiturnya mudah paham
2023-01-25 17:51:32,5,"aplikasi nya bagus, mempermudah untuk transaksi. fitu-fiturnya lengkap dan mudah dipahami atau tidak membingungkan",aplikasi nya bagus mempermudah untuk transaksi fitu fiturnya lengkap dan mudah dipahami atau tidak membingungkan,Positif,bagus mudah transaksi fitu fiturnya lengkap mudah paham bingung
2023-01-25 17:48:08,5,Semenjak ada jak one mobile mau transfer ataupun melakukan pembelian jdi makin mudah dan untuk top up nya pun gampang banget,semenjak ada jak one mobile mau transfer ataupun melakukan pembelian jdi makin mudah dan untuk top up nya pun gampang banget,Positif,semenjak jak one transfer beli jdi mudah top up gampang banget
2023-01-25 17:47:01,5,"Baru nyoba aplikasi JakOne buat beli pulsa, cepet juga prosesnya. Semoga buat transaksi lain juga cepet.",baru nyoba aplikasi jakone buat beli pulsa cepet juga prosesnya semoga buat transaksi lain juga cepet,Positif,nyoba beli pulsa cepet proses moga transaksi cepet
2023-01-25 17:44:31,5,"Aplikasi JakOne Mobile ini mudah aku gunakan, gak perlu juga repot datang ke kantor karna deposito bisa langsung dari aplikasi ini, mau bayar bayar juga mudah karna sudah ada fitur transaksi untuk pembelian & bayarnya di dalam aplikasi, pokoknya aplikasi ini ngebantu banget buat usernya deh!",aplikasi jakone mobile ini mudah aku gunakan gak perlu juga repot datang ke kantor karna deposito bisa langsung dari aplikasi ini mau bayar bayar juga mudah karna sudah ada fitur transaksi untuk pembelian bayarnya di dalam aplikasi pokoknya aplikasi ini ngebantu banget buat usernya deh,Positif,mudah gak repot kantor karna deposito langsung bayar bayar mudah karna fitur transaksi beli bayar pokok ngebantu banget usernya deh
2023-01-25 17:43:47,5,Aplikasi nya sangat membantu sekali,aplikasi nya sangat membantu sekali,Positif,bantu
2023-01-25 17:43:43,5,"Apknya bangus banget, memudahkan kita untuk melakukan transaksi tanpa harus ribet ribet buat keluar rumahh ga nyesel deh pake apk ini.",apknya bangus banget memudahkan kita untuk melakukan transaksi tanpa harus ribet ribet buat keluar rumahh ga nyesel deh pake apk ini,Positif,apknya bangus banget mudah transaksi ribet ribet rumahh ga nyesel deh pake apk
2023-01-25 17:38:52,5,"Aplikasi Jakone mobile ini sangat memberikan an kemudahan untuk dapat mengakses fitur seperti mengecek saldo, transfer, isi pulsa, listrik dan fitur pembayaran pakai QR code jadi nggak ribet ribet, tampilan dan design nya pun keren enak di lihat.",aplikasi jakone mobile ini sangat memberikan an kemudahan untuk dapat mengakses fitur seperti mengecek saldo transfer isi pulsa listrik dan fitur pembayaran pakai qr code jadi nggak ribet ribet tampilan dan design nya pun keren enak di lihat,Positif,an mudah akses fitur ecek saldo transfer isi pulsa listrik fitur bayar pakai qr code nggak ribet ribet tampil design keren enak lihat
2023-01-25 17:36:39,5,"Aplikasinya sangat bagus. Tampilan kekinian dan menarik. Fiturnya lengkap dan mudah dipahami. Cara menggunakannya pun mudah, transaksi cepat. Recommended banget!",aplikasinya sangat bagus tampilan kekinian dan menarik fiturnya lengkap dan mudah dipahami cara menggunakannya pun mudah transaksi cepat recommended banget,Positif,aplikasi bagus tampil kini tarik fiturnya lengkap mudah paham guna mudah transaksi cepat recommended banget
2023-01-25 17:35:30,5,"Baru download aplikasi ini, knp gk dri dlu yakk huhu aplikasi nya bagus banget, fiturnya lengkap dan kekinian, regisnya mudah dann gak sampe 10 menitt dongg, keceee",baru download aplikasi ini knp gk dri dlu yakk huhu aplikasi nya bagus banget fiturnya lengkap dan kekinian regisnya mudah dann gak sampe menitt dongg keceee,Positif,download knp gk dri dlu yakk huhu bagus banget fiturnya lengkap kini regisnya mudah dann gak sampe menitt dongg keceee
2023-01-25 17:34:04,5,Bintang 5+++ buat JakOne mobile. Aku suka banget karena ngebantu bangettt dengan fiturnya yang lengkap,bintang buat jakone mobile aku suka banget karena ngebantu bangettt dengan fiturnya yang lengkap,Positif,bintang suka banget ngebantu bangettt fiturnya lengkap
2023-01-25 17:33:00,5,"m-banking yang berguna banget buat transaksi apapun kaya pulsa, kuota, internet, PLN, asuransi dll. banyak opsi untuk payment apapun. apalagi bisa deposito keren bgt. pembayaran mudah dan cepat",m banking yang berguna banget buat transaksi apapun kaya pulsa kuota internet pln asuransi dll banyak opsi untuk payment apapun apalagi bisa deposito keren bgt pembayaran mudah dan cepat,Positif,m banking guna banget transaksi apa kaya pulsa kuota internet pln asuransi dll opsi payment apa deposito keren bgt bayar mudah cepat
2023-01-25 17:31:10,5,"Aplikasinya beneran mudah banget untuk digunakan sehari-hari, mulai dari bayar tagihan dan lain-lain. Fiturnya juga lengkap banget dan mudah digunakan",aplikasinya beneran mudah banget untuk digunakan sehari hari mulai dari bayar tagihan dan lain lain fiturnya juga lengkap banget dan mudah digunakan,Positif,aplikasi beneran mudah banget hari bayar tagih fiturnya lengkap banget mudah
2023-01-25 17:27:39,5,"aplikasi nya bagus, bisa ngelakuin pembayaran pulsa disana. tampilannya juga oke dan tergolong bagus jadi cepat dipahami buat para pengguna baru",aplikasi nya bagus bisa ngelakuin pembayaran pulsa disana tampilannya juga oke dan tergolong bagus jadi cepat dipahami buat para pengguna baru,Positif,bagus ngelakuin bayar pulsa sana tampil oke golong bagus cepat paham guna
2023-01-25 17:26:04,5,"Aplikasi yg memudahkan nasabah untuk bertransaksi hanya dengan melalui ponsel, bisa juga buka rekening lewat ponsel loh, banyak keuntungan yg didapat kan dan juga fitur fiturnya terbaru dan mudah dipahami. Tentunya sudah support Qris ya jadi kalo mau belanja online gampang gak perlu pakai uang cash",aplikasi yg memudahkan nasabah untuk bertransaksi hanya dengan melalui ponsel bisa juga buka rekening lewat ponsel loh banyak keuntungan yg didapat kan dan juga fitur fiturnya terbaru dan mudah dipahami tentunya sudah support qris ya jadi kalo mau belanja online gampang gak perlu pakai uang cash,Positif,yg mudah nasabah transaksi ponsel buka rekening ponsel loh untung yg fitur fiturnya baru mudah paham support qris ya kalo belanja online gampang gak pakai uang cash
2023-01-25 17:25:28,5,Apk sangat membantu dan mudah di gunakan fitur nya lengkap,apk sangat membantu dan mudah di gunakan fitur nya lengkap,Positif,apk bantu mudah fitur lengkap
2023-01-25 17:22:33,5,"Suka banged sama aplikasi Jakone ini, walau belum lama penggunaannya tp ini mudah banged sih klo menurut ku Sudah ckup lengkap layanan transaksinya",suka banged sama aplikasi jakone ini walau belum lama penggunaannya tp ini mudah banged sih klo menurut ku sudah ckup lengkap layanan transaksinya,Positif,suka banged guna tp mudah banged sih klo ku ckup lengkap layan transaksi
2023-01-25 17:21:24,5,aplikasinya memudahkan banget untuk membayar kebutuhan rumah tangga seperti listrik dan pdam jadi lebih praktis,aplikasinya memudahkan banget untuk membayar kebutuhan rumah tangga seperti listrik dan pdam jadi lebih praktis,Positif,aplikasi mudah banget bayar butuh rumah tangga listrik pdam praktis
2023-01-25 17:18:11,5,"Aplikasinya sangat recommended,fitur mudah di pahami, pendaftaran tidak ribet best pokoknya",aplikasinya sangat recommended fitur mudah di pahami pendaftaran tidak ribet best pokoknya,Positif,aplikasi recommended fitur mudah paham daftar ribet best pokok
2023-01-25 17:17:43,5,"Fitur-fitur nya lengkap, dan saya sangat merasa terbantu dengan JakOne Mobile. Love it so much!",fitur fitur nya lengkap dan saya sangat merasa terbantu dengan jakone mobile love it so much,Positif,fitur fitur lengkap bantu love it so much
2023-01-25 17:17:29,5,"Aplikasi perbankan online ini keren banget, tampilan UI/UX nya user friendly, trus juga cs nya fast resp kalau ada kendala. Ok banget lah ya buat transaksi perbankan sehari² jadi aman.",aplikasi perbankan online ini keren banget tampilan ui ux nya user friendly trus juga cs nya fast resp kalau ada kendala ok banget lah ya buat transaksi perbankan sehari² jadi aman,Positif,perban online keren banget tampil ui ux user friendly trus cs fast resp kendala ok banget ya transaksi perban hari aman
2023-01-25 17:15:49,5,"Menurut aku aplikasi jakone ini bener bener ngebantu banget , terus fiturnya yang ada juga mudah digunakan dan sama sekali gak bikin ribet Oke banget lah 👍",menurut aku aplikasi jakone ini bener bener ngebantu banget terus fiturnya yang ada juga mudah digunakan dan sama sekali gak bikin ribet oke banget lah,Positif,bener bener ngebantu banget fiturnya mudah gak bikin ribet oke banget
2023-01-25 17:15:45,5,Aplikasi bagus terus juga gampang digunakan mempermudah dengan fitur fitur baru dan informasi promonya mantep.,aplikasi bagus terus juga gampang digunakan mempermudah dengan fitur fitur baru dan informasi promonya mantep,Positif,bagus gampang mudah fitur fitur informasi promonya mantep
2023-01-25 17:14:52,5,"aplikasi ny bagus Banget, proses top up jg cepet, transaksi ny jg mudah banget apalagi riwayat transaksi nya juga detail bngt",aplikasi ny bagus banget proses top up jg cepet transaksi ny jg mudah banget apalagi riwayat transaksi nya juga detail bngt,Positif,ny bagus banget proses top up jg cepet transaksi ny jg mudah banget riwayat transaksi detail bngt
2023-01-25 17:11:20,5,"Sukaa sama aplikasi JakOne Mobile, fiturenya lengkap yang sangat amat membantu. Terus tingkatkan 👍",sukaa sama aplikasi jakone mobile fiturenya lengkap yang sangat amat membantu terus tingkatkan,Positif,sukaa fiturenya lengkap bantu tingkat
2023-01-25 17:03:22,5,"Apk nya berguna bgt buat beli pulsa, bayar listrik dll ga perlu ribet",apk nya berguna bgt buat beli pulsa bayar listrik dll ga perlu ribet,Positif,apk guna bgt beli pulsa bayar listrik dll ga ribet
2023-01-25 17:02:47,5,Aplikasinya simpel banget dan mudah dipahami 👍,aplikasinya simpel banget dan mudah dipahami,Positif,aplikasi simpel banget mudah paham
2023-01-25 16:34:22,5,"Dengan hadirnya aplikasi ini, kami semakin mudah untuk bertransaksi dimanapun dan kapanpun.. aplikasi sangat membantu..",dengan hadirnya aplikasi ini kami semakin mudah untuk bertransaksi dimanapun dan kapanpun aplikasi sangat membantu,Positif,hadir mudah transaksi mana bantu
2023-01-25 16:33:11,5,Aplikasi yang sangat membantu dan tidak susah buat memakainya..buruan download,aplikasi yang sangat membantu dan tidak susah buat memakainya buruan download,Positif,bantu susah maka buru download
2023-01-25 16:33:04,5,"App yg sangat membantu, baru tau ada app yg sebagus ini",app yg sangat membantu baru tau ada app yg sebagus ini,Positif,yg bantu tau yg bagus
2023-01-25 14:52:09,5,"Aplikasi masih menjadi yang terbaik, simple, aman dan mudah, gampang banget transaksi nya, top upnya juga cepet banget masuk. Love banget",aplikasi masih menjadi yang terbaik simple aman dan mudah gampang banget transaksi nya top upnya juga cepet banget masuk love banget,Positif,baik simple aman mudah gampang banget transaksi top upnya cepet banget masuk love banget
2023-01-25 13:24:11,5,"perkembangan yang sangat baik, jadi bisa top up, isi saldo e-wallet, bayar tagihan cuma lewat hp. yang pasti bisa cepet akses buat trf dan cek mutasi. keren!",perkembangan yang sangat baik jadi bisa top up isi saldo e wallet bayar tagihan cuma lewat hp yang pasti bisa cepet akses buat trf dan cek mutasi keren,Positif,kembang top up isi saldo e wallet bayar tagih hp cepet akses trf cek mutasi keren
2023-01-25 12:16:00,5,Transaksi jadi lebih mudah. Cs nya sangat ramah. Semoga kedepannya bisa bermanfaat lagi,transaksi jadi lebih mudah cs nya sangat ramah semoga kedepannya bisa bermanfaat lagi,Positif,transaksi mudah cs ramah moga depan manfaat
2023-01-24 21:37:24,5,"Orang orang hanya bisa mendaftar dalam aplikasi ini 1x / device atau email, dan data pribadi kita akan aman",orang orang hanya bisa mendaftar dalam aplikasi ini x device atau email dan data pribadi kita akan aman,Positif,orang orang daftar x device email data pribadi aman
2023-01-24 20:36:53,5,"Aplikasi JakOne ini sangat membantu banget, fitur""nya lengkap mudah digunakan juga, rekomen banget, sangat bermanfaat 👍",aplikasi jakone ini sangat membantu banget fitur nya lengkap mudah digunakan juga rekomen banget sangat bermanfaat,Positif,bantu banget fitur lengkap mudah rekomen banget manfaat
2023-01-24 18:01:36,5,"Makasih min saya ganti bintang 5, udh bisaa",makasih min saya ganti bintang udh bisaa,Positif,makasih min ganti bintang udh bisaa
2023-01-24 17:47:45,5,"Appnya membantu banget buat bayar tagihan, beli pulsa dan gak pake ribet juga daftarnya",appnya membantu banget buat bayar tagihan beli pulsa dan gak pake ribet juga daftarnya,Positif,appnya bantu banget bayar tagih beli pulsa gak pake ribet daftar
2023-01-24 17:19:50,5,"Selain biasanya gw gunain untuk beli pulsa sama bayar tagihan listrik, CS di apk jakone ini ramah bgt gercep dan sgt responsif jd aku senengg gunainnya. Keceeee sih",selain biasanya gw gunain untuk beli pulsa sama bayar tagihan listrik cs di apk jakone ini ramah bgt gercep dan sgt responsif jd aku senengg gunainnya keceeee sih,Positif,gw gunain beli pulsa bayar tagih listrik cs apk ramah bgt gercep sgt responsif jd senengg gunainnya keceeee sih
2023-01-24 16:01:44,5,"Aplikasinya udah lumayan bagus, cukup mudah, dan sangat membantu. praktis juga. transaksi nggak ribet",aplikasinya udah lumayan bagus cukup mudah dan sangat membantu praktis juga transaksi nggak ribet,Positif,aplikasi udah lumayan bagus mudah bantu praktis transaksi nggak ribet
2023-01-24 15:11:19,5,"Tampilannya simple jadi enak diliatnya, fiturnya juga bagus bagus.Poin minusnya ga banyaaak, overall ini bagussss. Semoga lebih di tingkatkan lagi yaaaaa",tampilannya simple jadi enak diliatnya fiturnya juga bagus bagus poin minusnya ga banyaaak overall ini bagussss semoga lebih di tingkatkan lagi yaaaaa,Positif,tampil simple enak liat fiturnya bagus bagus poin minus ga banyaaak overall bagussss moga tingkat yaaaaa
2023-01-24 14:53:01,5,"tolong plis aku udh suka bgt sama aplikasi ini jadi tolong gini trs yaa, cs nya juga tolong ramah dan responsif trs yaaa.. terbantu bgt sama apk ini",tolong plis aku udh suka bgt sama aplikasi ini jadi tolong gini trs yaa cs nya juga tolong ramah dan responsif trs yaaa terbantu bgt sama apk ini,Positif,tolong plis udh suka bgt tolong gin trs yaa cs tolong ramah responsif trs yaaa bantu bgt apk
2023-01-24 14:40:37,5,"Ga butuh waktu lama buat reggistrasi JakOne Mobile, buka rekening secara online jadi ga perlu datang ke bank dan fitur aplikasinya juga banyak.",ga butuh waktu lama buat reggistrasi jakone mobile buka rekening secara online jadi ga perlu datang ke bank dan fitur aplikasinya juga banyak,Positif,ga butuh reggistrasi buka rekening online ga fitur aplikasi
2023-01-24 13:46:36,5,Seneng banget ketemu aplikasi mobile jakone ini jadi memudahkan saya bayar apapun lewat aplikasi ini. Fiturnya juga lengkap bgt,seneng banget ketemu aplikasi mobile jakone ini jadi memudahkan saya bayar apapun lewat aplikasi ini fiturnya juga lengkap bgt,Positif,neng banget ketemu mudah bayar apa fiturnya lengkap bgt
2023-01-24 13:45:25,5,"Memudahkan para nasabah untuk bertransaksi kapanpun dan dimanapun, user interface menarik dan mudah dimengerti bagi pengguna baru",memudahkan para nasabah untuk bertransaksi kapanpun dan dimanapun user interface menarik dan mudah dimengerti bagi pengguna baru,Positif,mudah nasabah transaksi mana user interface tarik mudah erti guna
2023-01-24 13:40:30,5,"Seneng banget nemu aplikasi JakOne. Aplikasinya mudah digunakan, memudahkan bayar apa pun lewat aplikasi ini. Bagus bgt rekomended",seneng banget nemu aplikasi jakone aplikasinya mudah digunakan memudahkan bayar apa pun lewat aplikasi ini bagus bgt rekomended,Positif,neng banget nemu aplikasi mudah mudah bayar bagus bgt rekomended
2023-01-24 13:24:35,5,"aplikasi recommend buat segala transaksi, fiturnya juga sangat membantu, apalagi sekarang ada fitur referral nya jadi bisa ajak temen deh buat pake aplikasi jakone mobile 👍🏻",aplikasi recommend buat segala transaksi fiturnya juga sangat membantu apalagi sekarang ada fitur referral nya jadi bisa ajak temen deh buat pake aplikasi jakone mobile,Positif,recommend transaksi fiturnya bantu fitur referral ajak temen deh pake
2023-01-24 13:22:44,5,Aplikasinya bagus banget dan fitur fiturnya pun mudah dipahamii,aplikasinya bagus banget dan fitur fiturnya pun mudah dipahamii,Positif,aplikasi bagus banget fitur fiturnya mudah dipahamii
2023-01-24 13:18:16,5,"Apk mobile banking yg enak banget dipakai, fiturnya mudah dipahami . Memudahkan untuk yg mau tf",apk mobile banking yg enak banget dipakai fiturnya mudah dipahami memudahkan untuk yg mau tf,Positif,apk banking yg enak banget pakai fiturnya mudah paham mudah yg tf
2023-01-24 13:17:21,5,"Apknya sangat bagus, memudahkan untuk deposit online dilengkapi dngan QRIS juga, rekomen bgt dech.",apknya sangat bagus memudahkan untuk deposit online dilengkapi dngan qris juga rekomen bgt dech,Positif,apknya bagus mudah deposit online lengkap dngan qris rekomen bgt dech
2023-01-24 13:15:30,5,"nice app, very usefull, tampilannya juga enak diliat dan gak ngebingungin so far.",nice app very usefull tampilannya juga enak diliat dan gak ngebingungin so far,Positif,nice very usefull tampil enak liat gak ngebingungin so far
2023-01-24 13:15:09,5,"Aplikasi yang fiturnya memudahkan banget buat bayar berbagai tagihan tiap bulannya, good job min",aplikasi yang fiturnya memudahkan banget buat bayar berbagai tagihan tiap bulannya good job min,Positif,fiturnya mudah banget bayar tagih bulan good job min
2023-01-24 13:15:00,5,"Sejauh ini pake aplikasi jackone ga pernah ngecewain. Respon cs nya sangat responsif, suku bunga juga mudah didapat dengan nominal yg bisa dijangkau, dan tentunya pendaftarannya cukup mudah dan ga makan waktu lama",sejauh ini pake aplikasi jackone ga pernah ngecewain respon cs nya sangat responsif suku bunga juga mudah didapat dengan nominal yg bisa dijangkau dan tentunya pendaftarannya cukup mudah dan ga makan waktu lama,Positif,pake jackone ga ngecewain respon cs responsif suku bunga mudah nominal yg jangkau daftar mudah ga makan
2023-01-24 13:13:11,5,"JakOne Mobile aplikasi yang sangat membantu dapat melakukan berbagai pembayaran dan pembelian dalam satu aplikasi ini, banyak promo2 menarik yang siap menanti. selama ini pemakaian aman untuk kedepannya lebih tambah lagi fitur2 yang lebih menarik",jakone mobile aplikasi yang sangat membantu dapat melakukan berbagai pembayaran dan pembelian dalam satu aplikasi ini banyak promo menarik yang siap menanti selama ini pemakaian aman untuk kedepannya lebih tambah lagi fitur yang lebih menarik,Positif,bantu bayar beli promo tarik pakai aman depan fitur tarik
2023-01-24 13:08:00,5,"Aplikasinya bagus, fiturnya juga banyak. Untuk proses pembayarannya gak nunggu lama.",aplikasinya bagus fiturnya juga banyak untuk proses pembayarannya gak nunggu lama,Positif,aplikasi bagus fiturnya proses bayar gak nunggu
2023-01-24 13:05:16,5,Aplikasinya bagus dan tidak perlu menunggu lama untuk top up dan bisa top up berulang kali. Transaksinya pun mudah sehingga tidak membingungkan untuk kaum pemula seperti aku. Terima kasih Jakone Mobile.,aplikasinya bagus dan tidak perlu menunggu lama untuk top up dan bisa top up berulang kali transaksinya pun mudah sehingga tidak membingungkan untuk kaum pemula seperti aku terima kasih jakone mobile,Positif,aplikasi bagus tunggu top up top up ulang kali transaksi mudah bingung kaum mula terima kasih
2023-01-24 13:04:48,5,"fitur fitur nya mudah di gunain, tampilan nya oke, bikin rekening di apk ini juga mudah loh!",fitur fitur nya mudah di gunain tampilan nya oke bikin rekening di apk ini juga mudah loh,Positif,fitur fitur mudah gunain tampil oke bikin rekening apk mudah loh
2023-01-24 13:03:08,5,"Tampilannya keren, aplikasi mobile ini mempunyai fitur2 yang sangat mudah di gunakan until bertransaksi secara online",tampilannya keren aplikasi mobile ini mempunyai fitur yang sangat mudah di gunakan until bertransaksi secara online,Positif,tampil keren fitur mudah until transaksi online
2023-01-24 13:02:15,5,"terima kasih jakone mobile, dengan adanya aplikasi ini memudahkan saya untuk bertransaksi seperti membeli pulsa dan bayar listrik jadi lebih mudahh",terima kasih jakone mobile dengan adanya aplikasi ini memudahkan saya untuk bertransaksi seperti membeli pulsa dan bayar listrik jadi lebih mudahh,Positif,terima kasih mudah transaksi beli pulsa bayar listrik mudahh
2023-01-24 13:01:00,5,Aplikasi yg bagus dan sangat mudah digunakan. Tampilan ui nya yg simpel dan user friendly sangat memudahkan pengguna terutama pemula yg baru download pastinya.,aplikasi yg bagus dan sangat mudah digunakan tampilan ui nya yg simpel dan user friendly sangat memudahkan pengguna terutama pemula yg baru download pastinya,Positif,yg bagus mudah tampil ui yg simpel user friendly mudah guna mula yg download pasti
2023-01-24 13:00:38,5,"Aplikasi ini sangat membantu, memudahkan saya untuk bertransaksi secara online, fitur2 nya juga baguss",aplikasi ini sangat membantu memudahkan saya untuk bertransaksi secara online fitur nya juga baguss,Positif,bantu mudah transaksi online fitur baguss
2023-01-24 13:00:08,5,"Aplikasinya ringan gak makan banyak storage, gampang dipakenya juga. Mantap deh memudahkan banget soalnya ada mbanking gini",aplikasinya ringan gak makan banyak storage gampang dipakenya juga mantap deh memudahkan banget soalnya ada mbanking gini,Positif,aplikasi ringan gak makan storage gampang dipakenya mantap deh mudah banget mbanking gin
2023-01-24 12:57:11,5,apk nya sangat membantu apalagi qrisnya memudahkan dalam segala jenis pembayaran,apk nya sangat membantu apalagi qrisnya memudahkan dalam segala jenis pembayaran,Positif,apk bantu qrisnya mudah jenis bayar
2023-01-24 12:56:16,5,"Menurutku apknya terus ada perkembang sih, semakin lengkap fitur fiturnya dan pastinya aman untuk bertransaksi",menurutku apknya terus ada perkembang sih semakin lengkap fitur fiturnya dan pastinya aman untuk bertransaksi,Positif,turut apknya kembang sih lengkap fitur fiturnya pasti aman transaksi
2023-01-24 12:55:08,5,"Pertama kali ngegunain aplikasi ini puas banget, jadi ga perlu keluar rumah buat beli pulsa atau paket lagi. Fiturnya cukup lengkap dan tentunya kualitasnya juga oke",pertama kali ngegunain aplikasi ini puas banget jadi ga perlu keluar rumah buat beli pulsa atau paket lagi fiturnya cukup lengkap dan tentunya kualitasnya juga oke,Positif,kali ngegunain puas banget ga rumah beli pulsa paket fiturnya lengkap kualitas oke
2023-01-24 12:42:17,5,"Keren aplikasinya. Desain ui nya sangat simpel dan sederhana. Fitur layanannya juga sekarang sudah lumayan lengkap, proses nya juga cepet. Worth it banget sih",keren aplikasinya desain ui nya sangat simpel dan sederhana fitur layanannya juga sekarang sudah lumayan lengkap proses nya juga cepet worth it banget sih,Positif,keren aplikasi desain ui simpel sederhana fitur layan lumayan lengkap proses cepet worth it banget sih
